日付,名前,緯度,経度
2026/06/01,大地の精霊,43.143166,141.262207
2026/06/01,大地の精霊,37.873034,140.109747
2026/06/01,大地の精霊,40.23378,140.548807
2026/06/01,大地の精霊,35.973818,139.615949
2026/06/01,大地の精霊,36.662898,137.201738
2026/06/01,大地の精霊,35.742676,135.116423
2026/06/01,大地の精霊,35.342487,132.674482
2026/06/01,大地の精霊,32.771604,130.754404
2026/06/01,大地の精霊,33.856946,130.698935
2026/06/01,水の精霊,39.773115,140.05497
2026/06/01,水の精霊,35.79429,139.616109
2026/06/01,水の精霊,35.819853,139.451271
2026/06/01,水の精霊,35.691008,139.506379
2026/06/01,水の精霊,35.084781,135.747907
2026/06/01,水の精霊,35.136329,136.076958
2026/06/01,水の精霊,35.395041,132.894681
2026/06/01,水の精霊,34.512051,133.443053
2026/06/01,水の精霊,32.879855,130.751682
2026/06/01,炎の精霊,42.830349,141.673861
2026/06/01,炎の精霊,42.830785,141.67372
2026/06/01,炎の精霊,35.909645,139.424003
2026/06/01,炎の精霊,35.562591,139.72565
2026/06/01,炎の精霊,35.433763,139.451405
2026/06/01,炎の精霊,35.407791,139.560925
2026/06/01,炎の精霊,34.668857,136.515711
2026/06/01,炎の精霊,34.654681,133.964924
2026/06/01,風の精霊,35.948177,140.054898
2026/06/01,風の精霊,37.69783,138.847305
2026/06/01,風の精霊,35.858309,137.997358
2026/06/01,風の精霊,35.291665,135.088856
2026/06/01,風の精霊,34.785459,134.623032
2026/06/01,風の精霊,34.41869,131.384963
2026/06/01,風の精霊,33.593227,133.498585
2026/06/01,風の精霊,33.104155,129.79434
2026/06/01,大地の精霊,43.396272,142.41376
2026/06/01,大地の精霊,36.408319,139.890205
2026/06/01,大地の精霊,35.407791,139.560925
2026/06/01,大地の精霊,36.267373,139.425931
2026/06/01,大地の精霊,36.675769,140.685897
2026/06/01,大地の精霊,35.833097,140.740367
2026/06/01,大地の精霊,36.561419,140.5486
2026/06/01,大地の精霊,35.291438,136.625204
2026/06/01,大地の精霊,36.715741,137.862346
2026/06/01,大地の精霊,34.459792,136.680034
2026/06/01,大地の精霊,33.804324,135.363718
2026/06/01,大地の精霊,34.263833,135.226275
2026/06/01,大地の精霊,34.040726,131.083068
2026/06/01,大地の精霊,34.459308,133.936561
2026/06/01,水の精霊,42.457566,141.179436
2026/06/01,水の精霊,43.027843,141.481258
2026/06/01,水の精霊,38.4205,141.3163
2026/06/01,炎の精霊,42.480986,140.850685
2026/06/01,炎の精霊,35.650558,140.245153
2026/06/01,炎の精霊,36.612822,139.835921
2026/06/01,炎の精霊,36.267373,139.425931
2026/06/01,炎の精霊,36.20443,139.835234
2026/06/01,炎の精霊,35.291585,136.790071
2026/06/01,風の精霊,34.889994,135.555726
2026/06/01,風の精霊,34.473002,133.36087
2026/06/01,風の精霊,33.276261,129.931397
2026/06/01,風の精霊,31.873792,131.439664
2026/06/01,大地の精霊,42.864846,141.645892
2026/06/01,大地の精霊,42.981264,141.481567
2026/06/01,大地の精霊,43.488992,144.444337
2026/06/01,大地の精霊,39.245266,141.067743
2026/06/01,大地の精霊,36.140863,140.192284
2026/06/01,大地の精霊,36.370045,140.356627
2026/06/01,大地の精霊,36.662932,138.298886
