日付,名前,緯度,経度
2026/06/21,大地の精霊,35.780814,140.081984
2026/06/21,大地の精霊,34.811773,135.555727
2026/06/21,大地の精霊,34.525339,135.555597
2026/06/21,大地の精霊,34.694694,133.881576
2026/06/21,大地の精霊,34.342265,132.592671
2026/06/21,大地の精霊,34.432933,133.114424
2026/06/21,大地の精霊,33.685732,130.398627
2026/06/21,水の精霊,38.408672,141.234397
2026/06/21,水の精霊,38.358865,140.246766
2026/06/21,水の精霊,37.89825,140.16474
2026/06/21,水の精霊,38.222293,140.32926
2026/06/21,水の精霊,39.393992,140.027016
2026/06/21,水の精霊,39.870155,139.999761
2026/06/21,水の精霊,35.974077,140.603674
2026/06/21,水の精霊,36.05081,139.890088
2026/06/21,水の精霊,35.678372,138.491514
2026/06/21,水の精霊,35.148984,137.036765
2026/06/21,水の精霊,34.979452,136.845298
2026/06/21,水の精霊,34.98063,135.802442
2026/06/21,水の精霊,34.876759,135.802803
2026/06/21,水の精霊,34.967529,135.665177
2026/06/21,水の精霊,34.616354,135.747811
2026/06/21,水の精霊,35.394595,132.674053
2026/06/21,水の精霊,35.472047,133.113377
2026/06/21,水の精霊,34.590347,133.27839
2026/06/21,水の精霊,33.593414,133.662479
2026/06/21,水の精霊,33.369426,130.398709
2026/06/21,水の精霊,31.71336,131.111097
2026/06/21,炎の精霊,39.724645,141.097328
2026/06/21,炎の精霊,35.626684,139.752846
2026/06/21,炎の精霊,35.626264,139.752828
2026/06/21,炎の精霊,36.281092,140.219453
2026/06/21,炎の精霊,36.279854,140.439234
2026/06/21,炎の精霊,34.811773,135.555727
2026/06/21,炎の精霊,34.394689,135.335984
2026/06/21,炎の精霊,34.525339,135.555597
2026/06/21,炎の精霊,35.006626,135.96766
2026/06/21,炎の精霊,34.64215,133.989941
2026/06/21,炎の精霊,34.7989,132.8395
2026/06/21,炎の精霊,35.523739,134.210315
2026/06/21,風の精霊,42.865256,143.183316
2026/06/21,風の精霊,42.65447,141.701183
2026/06/21,風の精霊,40.6208,141.1511
2026/06/21,風の精霊,35.678141,140.137133
2026/06/21,風の精霊,35.858736,139.58814
2026/06/21,風の精霊,35.948877,139.451519
2026/06/21,風の精霊,36.102168,139.560989
2026/06/21,風の精霊,36.012171,139.698394
2026/06/21,風の精霊,35.807002,139.753265
2026/06/21,風の精霊,35.407792,139.670155
2026/06/21,風の精霊,35.342838,139.588157
2026/06/21,風の精霊,36.242723,138.82039
2026/06/21,風の精霊,36.39491,139.09507
