日付,名前,緯度,経度
2026/06/14,大地の精霊,38.259156,140.795755
2026/06/14,大地の精霊,39.759869,140.740781
2026/06/14,大地の精霊,35.909074,140.521086
2026/06/14,大地の精霊,35.626804,140.356554
2026/06/14,大地の精霊,36.345714,139.919293
2026/06/14,大地の精霊,34.902827,137.0644
2026/06/14,大地の精霊,37.409241,138.600157
2026/06/14,大地の精霊,36.890713,136.764119
2026/06/14,大地の精霊,34.668405,136.515849
2026/06/14,大地の精霊,33.935852,133.168566
2026/06/14,水の精霊,39.724618,140.164606
2026/06/14,水の精霊,40.535517,141.509206
2026/06/14,水の精霊,34.616536,135.802345
2026/06/14,水の精霊,34.668465,133.991765
2026/06/14,水の精霊,31.593341,130.593925
2026/06/14,炎の精霊,42.609055,141.481707
2026/06/14,炎の精霊,35.510758,139.342116
2026/06/14,炎の精霊,35.368963,137.119327
2026/06/14,炎の精霊,36.331783,138.518525
2026/06/14,炎の精霊,34.784413,135.611687
2026/06/14,風の精霊,42.876798,141.618726
2026/06/14,風の精霊,35.909674,139.36895
2026/06/14,風の精霊,35.510985,139.670675
2026/06/14,風の精霊,35.98666,139.972411
2026/06/14,風の精霊,35.172383,138.744348
2026/06/14,風の精霊,34.967654,138.353782
2026/06/14,風の精霊,34.694729,137.722851
2026/06/14,風の精霊,35.084368,136.680433
2026/06/14,風の精霊,34.786849,134.623022
2026/06/14,風の精霊,34.941434,135.884542
2026/06/14,風の精霊,35.392514,132.675405
2026/06/14,風の精霊,33.23889,132.590597
2026/06/14,風の精霊,33.725588,132.729669
2026/06/14,風の精霊,26.243529,127.681627
2026/06/14,風の精霊,33.474987,130.617313
2026/06/14,風の精霊,33.316171,130.507576
2026/06/14,大地の精霊,37.469313,140.493265
2026/06/14,大地の精霊,36.051523,140.222116
2026/06/14,大地の精霊,36.675597,136.954518
2026/06/14,大地の精霊,34.811894,134.897103
2026/06/14,水の精霊,34.159048,131.495007
2026/06/14,炎の精霊,38.4459,141.2622
2026/06/14,炎の精霊,35.89682,136.271303
2026/06/14,炎の精霊,34.772788,138.216829
2026/06/14,炎の精霊,32.717982,129.876201
2026/06/14,風の精霊,40.668102,140.548784
2026/06/14,風の精霊,36.101712,139.341624
2026/06/14,風の精霊,36.586577,137.201006
2026/06/14,風の精霊,36.063762,136.515795
2026/06/14,風の精霊,36.621562,138.32935
2026/06/14,風の精霊,34.70776,138.02437
2026/06/14,風の精霊,35.56293,135.115442
2026/06/14,風の精霊,33.962128,131.248577
2026/06/14,風の精霊,34.762716,134.244454
2026/06/14,風の精霊,34.551266,133.415632
2026/06/14,風の精霊,35.407314,133.79923
2026/06/14,風の精霊,33.754486,133.662769
2026/06/14,風の精霊,33.540334,131.358218
2026/06/14,風の精霊,32.491447,131.658912
2026/06/14,風の精霊,32.771506,130.644753
2026/06/14,大地の精霊,41.764599,140.822598
2026/06/14,大地の精霊,39.408313,141.097165
2026/06/14,大地の精霊,37.647638,140.43874
2026/06/14,大地の精霊,37.780805,140.574789
2026/06/14,大地の精霊,37.84809,140.603249
2026/06/14,大地の精霊,35.819637,140.054702
2026/06/14,大地の精霊,37.043169,139.945211
2026/06/14,大地の精霊,36.268221,139.91749
2026/06/14,大地の精霊,36.7774,137.119423
2026/06/14,大地の精霊,34.080688,134.18335
2026/06/14,大地の精霊,33.331846,129.498239
2026/06/14,水の精霊,43.223919,141.509187
2026/06/14,水の精霊,39.688108,141.124392
2026/06/14,水の精霊,38.915735,141.263221
2026/06/14,水の精霊,37.698627,138.956108
2026/06/14,水の精霊,35.663862,136.104681
2026/06/14,水の精霊,36.063624,138.106905
2026/06/14,水の精霊,34.798623,137.942149
2026/06/14,水の精霊,35.291362,135.089085
2026/06/14,水の精霊,33.131897,129.738321
2026/06/14,炎の精霊,42.888627,141.810713
2026/06/14,炎の精霊,42.864903,140.713177
2026/06/14,炎の精霊,38.543577,141.370009
2026/06/14,炎の精霊,39.615012,141.948026
2026/06/14,炎の精霊,36.6627,139.891
2026/06/14,炎の精霊,36.255378,138.847591
2026/06/14,炎の精霊,37.005401,138.271391
2026/06/14,炎の精霊,34.381693,132.728759
2026/06/14,炎の精霊,33.156182,131.658111
2026/06/14,炎の精霊,31.793929,131.165764
2026/06/14,炎の精霊,33.765301,130.780347
2026/06/14,風の精霊,37.20688,140.465831
2026/06/14,風の精霊,34.967797,139.890381
2026/06/14,風の精霊,36.102045,139.506207
2026/06/14,風の精霊,35.588333,138.62831
2026/06/14,風の精霊,35.394892,137.283955
2026/06/14,風の精霊,35.485096,136.597926
2026/06/14,風の精霊,35.471698,135.747748
2026/06/14,風の精霊,34.902901,138.820376
2026/06/14,風の精霊,35.459381,135.391855
2026/06/14,風の精霊,35.239547,134.760189
2026/06/14,風の精霊,34.342352,135.281299
2026/06/14,風の精霊,34.681693,136.04795
2026/06/14,風の精霊,34.928683,136.296759
2026/06/14,風の精霊,34.433567,131.576729
2026/06/14,風の精霊,33.906125,132.069241
2026/06/14,風の精霊,34.745985,133.884573
2026/06/14,風の精霊,35.394805,133.22378
2026/06/14,風の精霊,34.15529,134.459996
2026/06/14,風の精霊,33.330743,134.102933
2026/06/14,風の精霊,33.275848,129.82177
2026/06/14,風の精霊,33.795185,130.61622
2026/06/14,大地の精霊,38.4459,141.2622
2026/06/14,大地の精霊,39.615802,140.355949
2026/06/14,大地の精霊,40.740791,140.438798
2026/06/14,大地の精霊,35.303268,136.047903
2026/06/14,水の精霊,35.005924,133.496291
2026/06/14,水の精霊,33.671545,134.429641
2026/06/14,炎の精霊,43.892089,143.197031
2026/06/14,炎の精霊,34.472849,136.488247
2026/06/14,炎の精霊,22.639313,120.274313
2026/06/14,風の精霊,36.929602,138.217011
2026/06/14,風の精霊,34.954054,135.144297
2026/06/14,風の精霊,33.962111,133.498045
2026/06/14,水の精霊,31.483892,131.083819
2026/06/14,炎の精霊,34.811868,132.921764
2026/06/14,風の精霊,43.212813,145.543361
2026/06/14,風の精霊,33.989006,134.650065
2026/06/14,風の精霊,33.552471,133.417025
2026/06/14,風の精霊,32.65152,131.221483
2026/06/14,風の精霊,33.528558,130.672245
2026/06/14,大地の精霊,34.903777,137.063882
2026/06/14,風の精霊,35.327182,139.234371
2026/06/14,風の精霊,35.330628,139.232097
2026/06/14,風の精霊,36.523955,137.995005
2026/06/14,風の精霊,34.49875,135.939281
