日付,名前,緯度,経度
2026/09/13,大地の精霊,43.867224,142.387396
2026/09/13,大地の精霊,43.120104,141.536393
2026/09/13,大地の精霊,35.948274,139.561085
2026/09/13,大地の精霊,35.88367,139.423621
2026/09/13,大地の精霊,35.755636,139.643398
2026/09/13,大地の精霊,35.317579,139.369109
2026/09/13,大地の精霊,36.255473,139.505977
2026/09/13,大地の精霊,35.665603,138.518515
2026/09/13,大地の精霊,35.407655,136.598089
2026/09/13,大地の精霊,35.40871,134.732702
2026/09/13,大地の精霊,35.071482,135.884768
2026/09/13,大地の精霊,34.550588,133.964936
2026/09/13,大地の精霊,34.459952,133.936754
2026/09/13,大地の精霊,35.39341,133.332188
2026/09/13,大地の精霊,35.498124,133.497847
2026/09/13,大地の精霊,33.948988,133.307108
2026/09/13,大地の精霊,33.527551,131.330624
2026/09/13,大地の精霊,26.157939,127.681625
2026/09/13,大地の精霊,32.691273,130.972383
2026/09/13,大地の精霊,31.604999,130.507956
2026/09/13,大地の精霊,43.304621,144.608446
2026/09/13,大地の精霊,43.969525,141.646478
2026/09/13,大地の精霊,41.858613,140.713319
2026/09/13,大地の精霊,42.83053,143.155112
2026/09/13,大地の精霊,38.545234,141.152186
2026/09/13,大地の精霊,38.321839,140.384102
2026/09/13,大地の精霊,36.037623,138.271222
2026/09/13,大地の精霊,34.720769,133.826898
2026/09/13,大地の精霊,35.153969,132.797928
2026/09/13,大地の精霊,35.472363,133.827135
2026/09/13,大地の精霊,33.989006,134.650065
2026/09/13,大地の精霊,33.342405,130.452075
2026/09/13,大地の精霊,31.848045,131.440194
2026/09/13,大地の精霊,33.342413,130.781786
2026/09/13,大地の精霊,32.784904,129.794374
2026/09/13,大地の精霊,31.726806,130.754417
2026/09/13,水の精霊,43.798488,143.923484
2026/09/13,水の精霊,36.089529,139.259455
2026/09/13,水の精霊,35.781103,139.314137
2026/09/13,水の精霊,35.78119,139.313994
2026/09/13,水の精霊,36.318321,139.806712
2026/09/13,水の精霊,35.084469,137.064322
2026/09/13,水の精霊,36.535759,136.707641
2026/09/13,水の精霊,35.097444,138.846672
2026/09/13,水の精霊,34.577251,135.500619
2026/09/13,水の精霊,35.00622,136.131359
2026/09/13,水の精霊,38.929754,141.617953
2026/09/13,水の精霊,35.752811,140.187407
2026/09/13,水の精霊,35.755713,140.191602
2026/09/13,水の精霊,35.794021,137.256633
2026/09/13,水の精霊,36.281072,136.3239
2026/09/13,水の精霊,36.370159,138.326552
2026/09/13,水の精霊,34.12093,135.14691
2026/09/13,水の精霊,34.459718,132.784996
2026/09/13,水の精霊,34.379526,133.004559
2026/09/13,炎の精霊,43.051203,141.317182
2026/09/13,炎の精霊,38.321653,140.987788
2026/09/13,炎の精霊,39.394803,140.027316
2026/09/13,炎の精霊,35.793604,139.890336
2026/09/13,炎の精霊,35.755636,139.643398
2026/09/13,炎の精霊,35.511121,139.286696
2026/09/13,炎の精霊,36.331896,139.012297
2026/09/13,炎の精霊,35.483552,138.795757
2026/09/13,炎の精霊,34.941647,138.409031
2026/09/13,炎の精霊,34.772983,137.723032
2026/09/13,炎の精霊,35.019793,135.665846
2026/09/13,炎の精霊,34.746765,134.814788
2026/09/13,炎の精霊,34.60348,133.5805
2026/09/13,炎の精霊,34.080211,134.458194
2026/09/13,炎の精霊,43.558454,145.21456
2026/09/13,炎の精霊,37.98501,140.630496
2026/09/13,炎の精霊,36.459451,136.543323
2026/09/13,炎の精霊,34.512082,133.498435
2026/09/13,炎の精霊,34.668717,132.674605
2026/09/13,炎の精霊,33.895924,132.757446
2026/09/13,炎の精霊,33.556318,133.670415
2026/09/13,風の精霊,42.934984,143.127537
2026/09/13,風の精霊,40.307747,141.317046
2026/09/13,風の精霊,39.554026,141.206667
2026/09/13,風の精霊,37.646644,140.494215
2026/09/13,風の精霊,37.093971,140.384009
2026/09/13,風の精霊,39.87056,139.999828
2026/09/13,風の精霊,36.523188,140.02765
2026/09/13,風の精霊,36.319539,139.423756
2026/09/13,風の精霊,35.291215,139.643366
2026/09/13,風の精霊,35.343146,139.423596
2026/09/13,風の精霊,36.713883,137.25641
2026/09/13,風の精霊,36.980015,138.217063
2026/09/13,風の精霊,34.420714,135.61016
2026/09/13,風の精霊,34.198386,131.413965
2026/09/13,風の精霊,34.117022,132.180047
2026/09/13,風の精霊,35.396239,132.674031
2026/09/13,風の精霊,34.498879,132.592463
2026/09/13,風の精霊,32.197919,130.726669
2026/09/13,風の精霊,37.055581,140.795405
2026/09/13,風の精霊,39.700211,140.713089
2026/09/13,風の精霊,36.165874,140.521311
2026/09/13,風の精霊,35.549893,138.929923
2026/09/13,風の精霊,37.69608,138.953934
2026/09/13,風の精霊,34.694688,138.161509
2026/09/13,風の精霊,35.045142,134.787709
2026/09/13,風の精霊,34.733761,135.720078
