日付,名前,緯度,経度
2026/04/19,大地の精霊,35.162347,136.899952
2026/04/19,水の精霊,35.5371,140.3293
2026/04/19,水の精霊,36.421208,140.082298
2026/04/19,水の精霊,33.90995,130.753927
2026/04/19,炎の精霊,39.736751,141.069975
2026/04/19,炎の精霊,35.806965,139.588295
2026/04/19,炎の精霊,35.678522,139.42413
2026/04/19,炎の精霊,35.678583,139.423729
2026/04/19,炎の精霊,35.561627,139.233556
2026/04/19,炎の精霊,33.157251,130.123395
2026/04/19,炎の精霊,33.88332,130.864159
2026/04/19,風の精霊,38.11014,140.850579
2026/04/19,風の精霊,35.896981,139.451391
2026/04/19,風の精霊,35.407729,139.396369
2026/04/19,風の精霊,35.407837,139.39638
2026/04/19,風の精霊,36.624971,137.284062
2026/04/19,風の精霊,36.598954,136.954844
2026/04/19,風の精霊,35.678128,138.655947
2026/04/19,風の精霊,34.785536,137.311034
2026/04/19,風の精霊,37.397045,138.628471
2026/04/19,風の精霊,34.798474,138.107107
2026/04/19,風の精霊,34.120181,132.181106
2026/04/19,風の精霊,34.198503,133.663339
2026/04/19,風の精霊,34.236141,134.348059
2026/04/19,大地の精霊,37.50968,139.917212
2026/04/19,大地の精霊,36.191168,139.423862
2026/04/19,大地の精霊,36.852926,140.082214
2026/04/19,大地の精霊,36.319473,139.094446
2026/04/19,大地の精霊,37.06633,137.036905
2026/04/19,大地の精霊,35.42016,133.168319
2026/04/19,大地の精霊,34.60348,132.427821
2026/04/19,大地の精霊,34.027649,134.513127
2026/04/19,水の精霊,42.564016,141.920622
2026/04/19,水の精霊,43.339161,142.386527
2026/04/19,水の精霊,39.529445,141.152372
2026/04/19,水の精霊,34.812232,135.280888
2026/04/19,水の精霊,35.407573,136.268313
2026/04/19,水の精霊,31.67291,131.028689
2026/04/19,水の精霊,26.158417,127.79181
2026/04/19,水の精霊,32.798356,130.315108
2026/04/19,水の精霊,33.09662,129.766574
2026/04/19,炎の精霊,42.807822,141.673646
2026/04/19,炎の精霊,43.1316,145.021
2026/04/19,炎の精霊,35.70418,139.259281
2026/04/19,炎の精霊,35.678432,139.423952
2026/04/19,炎の精霊,36.523216,139.699672
2026/04/19,炎の精霊,36.612983,140.658637
2026/04/19,炎の精霊,35.458957,137.037076
2026/04/19,炎の精霊,33.883047,130.864071
2026/04/19,炎の精霊,33.883443,130.863959
2026/04/19,風の精霊,39.577876,140.040153
2026/04/19,風の精霊,39.576453,140.054805
2026/04/19,風の精霊,39.248144,140.521538
2026/04/19,風の精霊,35.948112,139.780475
2026/04/19,風の精霊,36.011881,139.808209
2026/04/19,風の精霊,37.997053,139.398279
2026/04/19,風の精霊,37.081827,138.875391
2026/04/19,風の精霊,37.844267,139.12355
2026/04/19,風の精霊,37.735663,139.204335
2026/04/19,風の精霊,36.357635,136.378477
2026/04/19,風の精霊,35.446666,135.308724
2026/04/19,風の精霊,34.668546,135.034309
2026/04/19,風の精霊,35.200222,135.88956
2026/04/19,風の精霊,34.039102,131.467559
2026/04/19,風の精霊,34.000378,131.27517
2026/04/19,風の精霊,33.835631,134.647683
2026/04/19,風の精霊,34.027656,132.976606
