日付,名前,緯度,経度
2026/04/20,大地の精霊,36.178651,139.341994
2026/04/20,大地の精霊,34.707243,135.006166
2026/04/20,水の精霊,36.47209,136.57071
2026/04/20,水の精霊,34.564339,133.333456
2026/04/20,水の精霊,35.472362,133.937652
2026/04/20,水の精霊,32.87815,130.699239
2026/04/20,炎の精霊,35.896981,139.945083
2026/04/20,炎の精霊,35.678362,139.862888
2026/04/20,炎の精霊,35.356035,139.341611
2026/04/20,炎の精霊,34.146062,131.413085
2026/04/20,風の精霊,35.781061,140.138399
2026/04/20,風の精霊,35.870936,140.054919
2026/04/20,風の精霊,36.688229,137.036519
2026/04/20,風の精霊,35.406881,136.982441
2026/04/20,風の精霊,34.772666,137.338972
2026/04/20,風の精霊,37.747851,138.847784
2026/04/20,風の精霊,36.421073,136.461188
2026/04/20,風の精霊,35.084368,136.680433
2026/04/20,風の精霊,35.019752,135.777676
2026/04/20,風の精霊,34.799064,135.473381
2026/04/20,風の精霊,35.343202,136.296304
2026/04/20,風の精霊,34.524886,133.580488
2026/04/20,大地の精霊,42.363975,142.386832
2026/04/20,大地の精霊,44.750665,141.781354
2026/04/20,大地の精霊,40.883474,140.442546
2026/04/20,大地の精霊,35.78137,139.369555
2026/04/20,大地の精霊,36.472167,139.094746
2026/04/20,水の精霊,36.256628,139.341681
2026/04/20,水の精霊,37.973124,139.176398
2026/04/20,水の精霊,34.655934,134.512797
2026/04/20,炎の精霊,39.492815,140.082035
2026/04/20,炎の精霊,36.127113,139.835315
2026/04/20,炎の精霊,34.028009,133.855097
2026/04/20,炎の精霊,33.2764,130.480285
2026/04/20,風の精霊,38.903394,141.398512
2026/04/20,風の精霊,37.24408,140.383587
2026/04/20,風の精霊,35.330105,139.943905
2026/04/20,風の精霊,36.293667,139.643385
2026/04/20,風の精霊,36.242395,139.040474
2026/04/20,風の精霊,36.012711,140.192034
2026/04/20,風の精霊,36.700984,137.283958
2026/04/20,風の精霊,35.986814,136.460736
2026/04/20,風の精霊,36.332889,138.187044
2026/04/20,風の精霊,34.772534,136.460892
2026/04/20,風の精霊,34.590291,136.570777
2026/04/20,風の精霊,34.814913,135.067291
2026/04/20,風の精霊,35.575338,134.813511
2026/04/20,風の精霊,35.187123,135.142959
2026/04/20,風の精霊,34.824179,135.145955
2026/04/20,風の精霊,34.276909,135.308715
2026/04/20,風の精霊,34.420375,133.196282
2026/04/20,風の精霊,34.123091,133.831916
2026/04/20,風の精霊,32.089783,131.385981
2026/04/20,大地の精霊,43.67245,142.03155
2026/04/20,大地の精霊,40.209739,140.33022
2026/04/20,大地の精霊,36.306472,140.329108
2026/04/20,大地の精霊,36.331511,140.108732
2026/04/20,大地の精霊,35.986748,140.521481
2026/04/20,大地の精霊,35.444461,138.82267
2026/04/20,大地の精霊,36.028408,136.928326
2026/04/20,大地の精霊,34.833638,137.615905
2026/04/20,大地の精霊,34.185397,131.659669
2026/04/20,大地の精霊,35.238928,132.840937
2026/04/20,大地の精霊,33.2764,130.480285
2026/04/20,水の精霊,38.0854,140.9051
2026/04/20,水の精霊,40.088139,140.109046
2026/04/20,水の精霊,34.669041,137.008698
2026/04/20,水の精霊,35.057562,138.930981
2026/04/20,水の精霊,35.31863,138.60171
2026/04/20,水の精霊,34.746438,132.509598
2026/04/20,水の精霊,34.5054,133.1196
2026/04/20,水の精霊,34.551566,132.482577
2026/04/20,水の精霊,32.203457,131.455536
2026/04/20,炎の精霊,41.999116,140.65852
2026/04/20,炎の精霊,38.036397,140.192177
2026/04/20,炎の精霊,39.113248,141.263479
2026/04/20,炎の精霊,40.210144,140.000255
2026/04/20,炎の精霊,35.446624,137.887629
2026/04/20,炎の精霊,34.372646,131.629965
2026/04/20,炎の精霊,24.208937,120.493813
2026/04/20,風の精霊,42.887162,141.646853
2026/04/20,風の精霊,35.716561,140.38339
2026/04/20,風の精霊,36.699846,140.080812
2026/04/20,風の精霊,36.522627,139.313493
2026/04/20,風の精霊,35.550699,137.448213
2026/04/20,風の精霊,37.687174,139.205646
2026/04/20,風の精霊,37.89782,139.17736
2026/04/20,風の精霊,34.867552,137.638905
2026/04/20,風の精霊,34.396712,136.212221
2026/04/20,風の精霊,34.903035,136.51582
2026/04/20,風の精霊,34.9289,134.8146
2026/04/20,風の精霊,35.485071,134.84215
2026/04/20,風の精霊,34.040352,133.992369
2026/04/20,風の精霊,31.993989,131.246617
2026/04/20,風の精霊,32.972146,130.616927
2026/04/20,風の精霊,33.620023,130.534934
2026/04/20,大地の精霊,35.973549,139.066572
2026/04/20,水の精霊,34.184515,131.110363
2026/04/20,風の精霊,37.357426,140.301687
2026/04/20,風の精霊,33.0786,132.4847
2026/04/20,風の精霊,32.904532,129.054508
2026/04/20,大地の精霊,35.678362,139.862888
2026/04/20,大地の精霊,35.780447,139.359727
2026/04/20,水の精霊,38.7019,139.6966
2026/04/20,炎の精霊,35.444461,138.82267
2026/04/20,炎の精霊,34.433698,135.637354
2026/04/20,水の精霊,32.25002,131.554198
2026/04/20,炎の精霊,36.023488,139.008942
2026/04/20,風の精霊,35.870972,140.054462
2026/04/20,風の精霊,34.898934,136.533242
2026/04/20,風の精霊,35.096872,136.652405
