日付,名前,緯度,経度
2026/05/24,大地の精霊,42.923175,143.210045
2026/05/24,大地の精霊,40.269523,141.288707
2026/05/24,大地の精霊,39.95529,140.137071
2026/05/24,大地の精霊,36.192039,139.753311
2026/05/24,大地の精霊,35.278532,136.981859
2026/05/24,大地の精霊,35.471977,137.777964
2026/05/24,大地の精霊,34.824714,135.582913
2026/05/24,大地の精霊,33.98841,133.058318
2026/05/24,大地の精霊,33.55408,130.507743
2026/05/24,大地の精霊,33.882813,130.919538
2026/05/24,水の精霊,42.457566,141.179436
2026/05/24,水の精霊,38.432979,140.412862
2026/05/24,水の精霊,35.407751,140.329469
2026/05/24,水の精霊,36.191534,139.259225
2026/05/24,水の精霊,37.534771,138.820088
2026/05/24,水の精霊,36.599498,136.680278
2026/05/24,水の精霊,33.275908,132.621487
2026/05/24,炎の精霊,35.832642,140.685865
2026/05/24,炎の精霊,35.666076,139.61534
2026/05/24,炎の精霊,35.63954,138.51928
2026/05/24,炎の精霊,37.597808,138.848104
2026/05/24,炎の精霊,35.135987,138.765274
2026/05/24,炎の精霊,35.006418,134.814395
2026/05/24,炎の精霊,35.319156,136.295445
2026/05/24,炎の精霊,33.289365,131.495316
2026/05/24,風の精霊,43.108448,141.235085
2026/05/24,風の精霊,38.358905,140.905366
2026/05/24,風の精霊,39.552803,141.206885
2026/05/24,風の精霊,38.904014,141.232153
2026/05/24,風の精霊,39.736586,140.081957
2026/05/24,風の精霊,35.704328,140.137306
2026/05/24,風の精霊,35.562423,140.109535
2026/05/24,風の精霊,35.87121,139.61601
2026/05/24,風の精霊,35.80704,139.42389
2026/05/24,風の精霊,35.368986,139.643304
2026/05/24,風の精霊,35.39492,137.064716
2026/05/24,風の精霊,37.710466,138.929981
2026/05/24,風の精霊,36.370159,138.326552
2026/05/24,風の精霊,34.668812,137.778603
2026/05/24,風の精霊,35.627466,135.08535
2026/05/24,風の精霊,34.85089,134.70518
2026/05/24,風の精霊,34.772966,134.59556
2026/05/24,風の精霊,34.49915,133.85485
2026/05/24,風の精霊,34.146183,134.485524
2026/05/24,風の精霊,33.487273,133.443008
2026/05/24,風の精霊,24.35303,124.170163
2026/05/24,風の精霊,33.711721,130.507785
2026/05/24,風の精霊,32.811374,129.958758
2026/05/24,大地の精霊,36.204549,139.450692
2026/05/24,大地の精霊,35.63954,138.51928
2026/05/24,大地の精霊,35.110454,137.284083
2026/05/24,大地の精霊,35.94842,136.159183
2026/05/24,大地の精霊,34.472655,133.909965
2026/05/24,水の精霊,38.147597,140.274236
2026/05/24,水の精霊,35.807094,138.436131
2026/05/24,水の精霊,35.51147,137.530686
2026/05/24,水の精霊,36.675389,138.216755
2026/05/24,水の精霊,33.804324,135.363718
2026/05/24,水の精霊,33.962013,132.181206
2026/05/24,水の精霊,34.707617,133.79954
2026/05/24,炎の精霊,36.370047,140.411465
2026/05/24,炎の精霊,34.902673,137.503398
2026/05/24,風の精霊,38.730918,140.960305
2026/05/24,風の精霊,35.446644,139.972357
2026/05/24,風の精霊,36.191534,139.259225
2026/05/24,風の精霊,36.738122,139.779811
2026/05/24,風の精霊,36.319453,138.820236
2026/05/24,風の精霊,35.330313,136.543221
2026/05/24,風の精霊,34.695376,138.106781
2026/05/24,風の精霊,34.772886,134.595158
2026/05/24,風の精霊,34.733879,134.842034
2026/05/24,風の精霊,33.474628,135.77558
2026/05/24,風の精霊,34.552706,133.248799
2026/05/24,風の精霊,34.027651,133.580564
2026/05/24,風の精霊,31.726716,131.028947
2026/05/24,風の精霊,33.75163,130.973268
2026/05/24,風の精霊,31.524511,131.056348
2026/05/24,大地の精霊,36.566063,139.724214
2026/05/24,大地の精霊,36.523018,140.464439
2026/05/24,大地の精霊,34.785147,137.091987
2026/05/24,大地の精霊,34.472962,133.525423
2026/05/24,大地の精霊,31.673114,130.590395
2026/05/24,大地の精霊,31.740245,130.617492
2026/05/24,水の精霊,43.56948,144.965547
2026/05/24,水の精霊,42.923029,141.563957
2026/05/24,水の精霊,43.073481,141.645999
2026/05/24,水の精霊,37.735355,140.357022
2026/05/24,水の精霊,37.230659,140.358267
2026/05/24,水の精霊,35.716561,140.38339
2026/05/24,水の精霊,36.280975,139.451233
2026/05/24,水の精霊,35.716802,137.366152
2026/05/24,水の精霊,34.433698,135.637354
2026/05/24,水の精霊,34.290002,130.946155
2026/05/24,水の精霊,32.651083,130.727091
2026/05/24,水の精霊,32.890837,131.001048
2026/05/24,炎の精霊,38.441136,141.148853
2026/05/24,炎の精霊,35.407731,139.23122
2026/05/24,炎の精霊,36.370342,139.972575
2026/05/24,炎の精霊,36.777183,140.685565
2026/05/24,炎の精霊,34.185536,131.275377
2026/05/24,炎の精霊,33.765032,131.001263
2026/05/24,炎の精霊,31.795434,130.343535
2026/05/24,風の精霊,43.385444,145.130426
2026/05/24,風の精霊,43.729643,142.442445
2026/05/24,風の精霊,43.844252,143.923602
2026/05/24,風の精霊,44.049342,144.252881
2026/05/24,風の精霊,38.545178,140.987949
2026/05/24,風の精霊,38.507492,141.289487
2026/05/24,風の精霊,39.370206,141.069467
2026/05/24,風の精霊,39.576718,141.096918
2026/05/24,風の精霊,40.307187,140.54968
2026/05/24,風の精霊,35.123708,140.163542
2026/05/24,風の精霊,35.35607,139.89091
2026/05/24,風の精霊,35.908998,140.466032
2026/05/24,風の精霊,35.678186,140.412094
2026/05/24,風の精霊,36.357725,139.944953
2026/05/24,風の精霊,37.019169,139.999264
2026/05/24,風の精霊,35.226564,138.518106
2026/05/24,風の精霊,35.666163,136.104453
2026/05/24,風の精霊,34.914798,138.188986
2026/05/24,風の精霊,34.966366,135.336971
2026/05/24,風の精霊,34.74729,135.089779
2026/05/24,風の精霊,33.712822,135.446548
2026/05/24,風の精霊,34.902932,136.13194
2026/05/24,風の精霊,34.631225,134.020329
2026/05/24,風の精霊,34.23743,132.208224
2026/05/24,風の精霊,35.395907,133.881283
2026/05/24,風の精霊,33.988184,134.535336
2026/05/24,風の精霊,33.962111,133.498045
2026/05/24,風の精霊,33.870285,132.812376
2026/05/24,風の精霊,34.329784,134.15632
2026/05/24,風の精霊,33.196436,129.9861
2026/05/24,風の精霊,32.198786,130.836324
2026/05/24,風の精霊,33.316373,130.672237
2026/05/24,風の精霊,33.594424,130.15151
2026/05/24,風の精霊,33.170244,130.47977
2026/05/24,風の精霊,33.103813,129.794312
2026/05/24,大地の精霊,35.381694,140.000623
2026/05/24,大地の精霊,36.777183,140.685565
2026/05/24,水の精霊,38.557314,139.807918
2026/05/24,水の精霊,37.886516,140.521774
2026/05/24,水の精霊,36.892234,136.926974
2026/05/24,水の精霊,32.91771,130.83733
2026/05/24,炎の精霊,42.944498,141.783107
2026/05/24,炎の精霊,36.13961,140.575551
2026/05/24,炎の精霊,34.459494,134.868665
2026/05/24,炎の精霊,34.472655,133.909965
2026/05/24,風の精霊,43.878526,144.500163
2026/05/24,風の精霊,42.935373,142.030646
2026/05/24,風の精霊,43.844179,142.715793
2026/05/24,風の精霊,42.889461,142.965817
2026/05/24,風の精霊,39.651457,140.988052
2026/05/24,風の精霊,36.178453,138.464041
2026/05/24,風の精霊,35.985473,137.832634
2026/05/24,風の精霊,32.838398,131.001291
2026/05/24,風の精霊,33.17045,130.369821
2026/05/24,風の精霊,32.851255,129.054228
2026/05/24,水の精霊,31.403356,130.974755
2026/05/24,風の精霊,35.407381,133.087549
2026/05/24,風の精霊,33.448277,132.429037
2026/05/24,水の精霊,32.625551,130.452722
2026/05/24,風の精霊,43.840346,143.928537
2026/05/24,風の精霊,37.509556,139.86248
2026/05/24,風の精霊,34.119387,132.948829
2026/05/24,炎の精霊,40.680294,141.343328
2026/05/24,水の精霊,36.275617,139.451929
2026/05/24,炎の精霊,35.446553,139.423837
2026/05/24,炎の精霊,35.446777,139.424229
2026/05/24,炎の精霊,33.778202,130.988896
2026/05/24,風の精霊,35.446754,139.972311
2026/05/24,風の精霊,35.123862,136.214123
