日付,名前,緯度,経度
2026/05/02,大地の精霊,35.691445,139.670745
2026/05/02,大地の精霊,34.590364,135.69297
2026/05/02,大地の精霊,34.119526,133.772585
2026/05/02,水の精霊,41.84708,140.7407
2026/05/02,水の精霊,34.798474,138.107107
2026/05/02,水の精霊,35.394123,133.718691
2026/05/02,水の精霊,33.922715,130.94637
2026/05/02,炎の精霊,43.039334,141.344295
2026/05/02,炎の精霊,38.891637,139.834891
2026/05/02,炎の精霊,35.328979,139.287857
2026/05/02,炎の精霊,35.523792,139.533674
2026/05/02,炎の精霊,36.344581,139.09464
2026/05/02,炎の精霊,37.735255,139.14953
2026/05/02,炎の精霊,36.229825,137.859166
2026/05/02,炎の精霊,34.707219,137.915142
2026/05/02,風の精霊,38.879168,141.564095
2026/05/02,風の精霊,39.222755,140.137389
2026/05/02,風の精霊,40.776098,140.740735
2026/05/02,風の精霊,35.81955,139.945289
2026/05/02,風の精霊,35.394356,139.477401
2026/05/02,風の精霊,35.35606,136.598001
2026/05/02,風の精霊,34.668728,137.283817
2026/05/02,風の精霊,34.785681,137.585876
2026/05/02,風の精霊,34.902488,134.540527
2026/05/02,風の精霊,34.57727,133.744822
2026/05/02,風の精霊,35.394799,132.734213
2026/05/02,風の精霊,32.770307,130.648389
2026/05/02,大地の精霊,43.626301,141.975946
2026/05/02,大地の精霊,35.614105,140.164912
2026/05/02,大地の精霊,36.472506,139.14906
2026/05/02,大地の精霊,35.818801,140.768001
2026/05/02,大地の精霊,35.948278,140.548602
2026/05/02,大地の精霊,36.650474,137.283362
2026/05/02,大地の精霊,35.56282,138.463717
2026/05/02,大地の精霊,35.575488,138.93003
2026/05/02,大地の精霊,35.512364,138.846731
2026/05/02,大地の精霊,37.282411,138.81958
2026/05/02,大地の精霊,34.681583,137.695625
2026/05/02,大地の精霊,34.889378,137.859971
2026/05/02,大地の精霊,34.888366,138.248059
2026/05/02,大地の精霊,35.341945,134.974108
2026/05/02,大地の精霊,35.330994,135.116954
2026/05/02,大地の精霊,34.733878,134.402739
2026/05/02,大地の精霊,35.123489,134.73356
2026/05/02,大地の精霊,34.148586,135.745901
2026/05/02,大地の精霊,35.509959,133.195142
2026/05/02,大地の精霊,35.395566,133.442878
2026/05/02,大地の精霊,34.093356,133.662486
2026/05/02,大地の精霊,33.223274,130.202585
2026/05/02,大地の精霊,33.128986,129.68622
2026/05/02,水の精霊,43.479072,142.227296
2026/05/02,水の精霊,42.38654,142.277226
2026/05/02,水の精霊,38.989938,141.3729
2026/05/02,水の精霊,40.352188,140.549827
2026/05/02,水の精霊,40.885403,140.489039
2026/05/02,水の精霊,37.0811,139.9723
2026/05/02,水の精霊,36.624896,140.685895
2026/05/02,水の精霊,36.471668,140.520755
2026/05/02,水の精霊,36.054212,139.945965
2026/05/02,水の精霊,36.34455,138.272245
2026/05/02,水の精霊,34.550875,136.653142
2026/05/02,水の精霊,32.00914,130.891972
2026/05/02,水の精霊,33.1977,130.37078
2026/05/02,水の精霊,33.249504,129.60228
2026/05/02,炎の精霊,35.614105,140.164912
2026/05/02,炎の精霊,35.654088,140.247989
2026/05/02,炎の精霊,35.973416,139.012506
2026/05/02,炎の精霊,35.639606,139.232771
2026/05/02,炎の精霊,36.621202,139.918973
2026/05/02,炎の精霊,36.472506,139.14906
2026/05/02,炎の精霊,36.357132,140.108624
2026/05/02,炎の精霊,35.973698,136.488283
2026/05/02,炎の精霊,34.888366,138.248059
2026/05/02,炎の精霊,34.850807,136.515053
2026/05/02,炎の精霊,34.747559,136.07589
2026/05/02,炎の精霊,35.044637,136.432714
2026/05/02,炎の精霊,34.85065,135.14353
2026/05/02,炎の精霊,35.058641,135.200496
2026/05/02,炎の精霊,35.483923,136.213077
2026/05/02,炎の精霊,35.459412,136.049138
2026/05/02,炎の精霊,33.526012,132.493315
2026/05/02,炎の精霊,33.816986,132.922232
2026/05/02,炎の精霊,24.35303,124.170163
2026/05/02,風の精霊,45.389078,141.756892
2026/05/02,風の精霊,44.356046,142.468342
2026/05/02,風の精霊,42.760715,141.616995
2026/05/02,風の精霊,38.296909,141.042674
2026/05/02,風の精霊,38.072217,140.767833
2026/05/02,風の精霊,38.781184,141.510179
2026/05/02,風の精霊,38.458338,141.069088
2026/05/02,風の精霊,39.062996,140.493801
2026/05/02,風の精霊,36.737603,139.501589
2026/05/02,風の精霊,35.989778,140.301161
2026/05/02,風の精霊,35.743172,137.201468
2026/05/02,風の精霊,35.369037,136.900046
2026/05/02,風の精霊,37.573064,138.901917
2026/05/02,風の精霊,37.948947,139.397364
2026/05/02,風の精霊,37.685336,139.04019
2026/05/02,風の精霊,37.043345,138.683154
2026/05/02,風の精霊,35.973213,136.213775
2026/05/02,風の精霊,35.88453,137.777658
2026/05/02,風の精霊,34.953868,136.625791
2026/05/02,風の精霊,34.424346,136.601408
2026/05/02,風の精霊,35.149012,136.543067
2026/05/02,風の精霊,34.2646,134.7334
2026/05/02,風の精霊,34.433691,135.47292
2026/05/02,風の精霊,34.941052,135.939775
2026/05/02,風の精霊,34.629724,133.580875
2026/05/02,風の精霊,34.497441,132.371177
2026/05/02,風の精霊,34.459207,132.730343
2026/05/02,風の精霊,33.480431,132.650045
2026/05/02,風の精霊,33.672851,133.718154
2026/05/02,風の精霊,33.19703,131.631733
2026/05/02,風の精霊,33.026888,131.435734
2026/05/02,風の精霊,33.475951,131.65988
2026/05/02,風の精霊,32.694096,131.682358
2026/05/02,風の精霊,31.672738,130.53566
2026/05/02,風の精霊,31.808647,130.755254
2026/05/02,風の精霊,33.595664,131.087465
2026/05/02,大地の精霊,35.871441,140.493854
2026/05/02,大地の精霊,36.763321,140.329671
2026/05/02,大地の精霊,35.369469,133.176491
2026/05/02,水の精霊,42.912499,143.457339
2026/05/02,水の精霊,38.557314,139.807918
2026/05/02,水の精霊,36.739701,138.243885
2026/05/02,水の精霊,33.447719,135.775031
2026/05/02,水の精霊,24.944896,121.562863
2026/05/02,炎の精霊,34.498804,136.487342
2026/05/02,風の精霊,42.562687,140.823004
2026/05/02,風の精霊,32.983999,130.701858
2026/05/02,大地の精霊,38.852113,141.152104
2026/05/02,風の精霊,38.006387,140.743461
2026/05/02,風の精霊,37.623162,139.725186
2026/05/02,風の精霊,35.17534,137.146626
2026/05/02,風の精霊,33.832672,134.542608
2026/05/02,風の精霊,32.984668,130.699725
2026/05/02,風の精霊,37.572086,138.738245
2026/05/02,大地の精霊,35.601137,140.302041
2026/05/02,大地の精霊,35.691117,139.670848
2026/05/02,大地の精霊,35.36941,139.643163
2026/05/02,大地の精霊,34.125372,133.774501
2026/05/02,炎の精霊,35.540717,139.511717
2026/05/02,風の精霊,35.801943,136.193733
2026/05/02,風の精霊,34.577345,133.745434
